GCA_016088045.1
GCA_016532475.1
GCA_016530355.1
GCA_016530285.1
GCA_016530085.1
GCA_016530045.1
GCA_016529945.1
GCA_016529685.1
GCA_016529655.1
GCA_016529645.1
GCA_016528685.1
GCA_016528595.1
GCA_016528645.1
GCA_016528455.1
GCA_016528475.1
GCA_016528375.1
GCA_016527735.1
GCA_016527165.1
GCA_016527425.1
GCA_016527455.1
GCA_016527235.1
GCA_016526715.1
GCA_016527365.1
GCA_016526725.1
GCA_016526095.1
GCA_016526315.1
GCA_016525895.1
GCA_016525915.1
GCA_016525715.1
GCA_016525675.1
GCA_016525855.1
GCA_016525735.1
GCA_016525785.1
GCA_016525445.1
GCA_016525515.1
GCA_016525365.1
GCA_016525255.1
GCA_016525275.1
GCA_016525285.1
GCA_016525075.1
GCA_016525055.1
GCA_016525005.1
GCA_016525035.1
GCA_016524785.1
GCA_016524835.1
GCA_016524695.1
GCA_016524675.1
GCA_016524755.1
GCA_016524735.1
GCA_016524685.1
GCA_016524335.1
GCA_016524355.1
GCA_016524305.1
GCA_016524015.1
GCA_016523955.1
GCA_016524035.1
GCA_016524135.1
GCA_016523895.1
GCA_016523885.1
GCA_016523775.1
GCA_016523675.1
GCA_016523625.1
GCA_016523535.1
GCA_016523505.1
GCA_016523685.1
GCA_016523415.1
GCA_016523245.1
GCA_016523095.1
GCA_016523135.1
GCA_016523155.1
GCA_016523105.1
GCA_016522995.1
GCA_016523015.1
GCA_016522815.1
GCA_016522755.1
GCA_016522485.1
GCA_016522345.1
GCA_016522185.1
GCA_016522325.1
GCA_016522005.1
GCA_016521855.1
GCA_016521535.1
GCA_016611975.1
GCA_016521495.1
GCA_016521435.1
GCA_016521245.1
GCA_016520595.1
GCA_016520485.1
GCA_016520565.1
GCA_016520305.1
GCA_016520195.1
GCA_016520035.1
GCA_016519605.1
GCA_002143835.1
GCA_006493925.1
GCA_016541625.1
GCA_016541465.1
GCA_016541445.1
GCA_016540805.1
GCA_016540555.1
GCA_016539755.1
GCA_016539405.1
GCA_016539365.1
GCA_016539425.1
GCA_016538845.1
GCA_016538975.1
GCA_016538995.1
GCA_016538905.1
GCA_016538885.1
GCA_016538895.1
GCA_016538865.1
GCA_016537065.1
GCA_016536905.1
GCA_016536825.1
GCA_016536795.1
GCA_016536725.1
GCA_016536785.1
GCA_016536695.1
GCA_016536445.1
GCA_016536485.1
GCA_016536375.1
GCA_016536345.1
GCA_016536285.1
GCA_016536305.1
GCA_016536185.1
GCA_016536265.1
GCA_016537685.1
GCA_016537185.1
GCA_016534695.1
GCA_016534465.1
GCA_016534365.1
GCA_016534445.1
GCA_016533145.1
GCA_016533125.1
GCA_016532555.1
GCA_016532725.1
GCA_016532425.1
GCA_016530335.1
GCA_016530255.1
GCA_016530275.1
GCA_016530175.1
GCA_016530105.1
GCA_016530155.1
GCA_016530005.1
GCA_016529885.1
GCA_016529965.1
GCA_016610485.1
GCA_016529775.1
GCA_016529715.1
GCA_016528655.1
GCA_016528415.1
GCA_016528325.1
GCA_016528315.1
GCA_016528365.1
GCA_016528235.1
GCA_016528085.1
GCA_016528055.1
GCA_016527955.1
GCA_016527885.1
GCA_016527715.1
GCA_016527555.1
GCA_016527575.1
GCA_016527195.1
GCA_016526675.1
GCA_016526445.1
GCA_016526225.1
GCA_016526265.1
GCA_016526075.1
GCA_016526055.1
GCA_016525695.1
GCA_016525795.1
GCA_016525745.1
GCA_016525775.1
GCA_016525535.1
GCA_016525575.1
GCA_016525435.1
GCA_016525335.1
GCA_016525415.1
GCA_016525315.1
GCA_016525195.1
GCA_016525095.1
GCA_016524945.1
GCA_016524895.1
GCA_016524795.1
GCA_016524215.1
GCA_016524235.1
GCA_016523995.1
GCA_016523875.1
GCA_016523935.1
GCA_016523855.1
GCA_016523495.1
GCA_016523395.1
GCA_016523405.1
GCA_016523045.1
GCA_016522915.1
GCA_016522975.1
GCA_016522955.1
GCA_016522865.1
GCA_016522685.1
GCA_016522595.1
GCA_016522615.1
GCA_016522625.1
GCA_016522415.1
GCA_016522475.1
GCA_016522175.1
GCA_016522155.1
GCA_016522265.1
GCA_016521965.1
GCA_016521895.1
GCA_016521835.1
GCA_016521725.1
GCA_016521655.1
GCA_016521705.1
GCA_016521545.1
GCA_016521475.1
GCA_016521445.1
GCA_016521335.1
GCA_016521185.1
GCA_016521105.1
GCA_016521155.1
GCA_016521145.1
GCA_016520935.1
GCA_016520755.1
GCA_016520795.1
GCA_016520605.1
GCA_016520285.1
GCA_016520265.1
GCA_016520225.1
GCA_016520155.1
GCA_016519875.1
GCA_016519925.1
GCA_016519865.1
GCA_016519765.1
GCA_016519845.1
GCA_016519645.1
GCA_016519675.1
GCA_016519615.1
GCA_016519525.1
GCA_006494005.1



GCA_015676635.1
GCA_000692095.1
GCA_000694975.1
GCA_016541685.1
GCA_016541725.1
GCA_016541705.1
GCA_016541805.1
GCA_006491865.1
GCA_006491875.1
GCA_006491855.1
GCA_006491955.1
GCA_006491975.1
GCA_006492065.1
GCA_006492125.1
GCA_006492195.1
GCA_006492265.1
GCA_006492295.1
GCA_006492315.1
GCA_006492335.1
GCA_006492375.1
GCA_006492405.1
GCA_006492425.1
GCA_006492475.1
GCA_006492495.1
GCA_006492615.1
GCA_006492675.1
GCA_006492715.1
GCA_006492705.1
GCA_006492775.1
GCA_006492785.1
GCA_006492855.1
GCA_006492865.1
GCA_006492885.1
GCA_006492905.1
GCA_006492945.1
GCA_006492965.1
GCA_006493005.1
GCA_006492985.1
GCA_006493035.1
GCA_006493045.1
GCA_006494615.1
GCA_006658565.1
GCA_006658595.1
GCA_006493735.1
GCA_006493755.1
GCA_006493765.1
GCA_006493835.1
GCA_006493855.1
GCA_006493845.1
GCA_006493875.1
GCA_006493915.1
GCA_006493955.1
GCA_006493945.1
GCA_006493975.1
GCA_006494015.1
GCA_006494055.1
GCA_006494085.1
GCA_006494155.1
GCA_006494225.1
GCA_006494255.1
GCA_006494265.1
GCA_006494285.1
GCA_006494305.1
GCA_006494575.1
GCA_008632635.1
GCA_008709685.1
GCA_006492685.1
GCA_016522135.1
GCA_016522275.1
GCA_016521815.1
GCA_016521555.1
GCA_016521205.1
GCA_016521055.1
GCA_016520955.1
GCA_016520735.1
GCA_016520715.1
GCA_016520495.1
GCA_016520465.1

GCA_016519795.1
GCA_016519825.1
GCA_016526545.1
GCA_016526495.1
GCA_016525655.1
GCA_016525235.1
GCA_016525185.1
GCA_016525155.1
GCA_016524995.1
GCA_016524085.1
GCA_016523965.1
GCA_016524055.1
GCA_016523795.1
GCA_001706035.1
GCA_001706045.1
GCA_001706065.1
GCA_001706055.1
GCA_001706115.1
GCA_001706135.1
GCA_001706125.1
GCA_001706155.1
GCA_001706205.1
GCA_001706195.1
GCA_001706215.1
GCA_001706225.1
GCA_001706275.1
GCA_001706285.1
GCA_001706315.1
GCA_001706305.1
GCA_001706355.1
GCA_001706365.1
GCA_001706435.1
GCA_001706425.1
GCA_001706415.1
GCA_001706445.1
GCA_001706495.1
GCA_001706525.1
GCA_001706555.1
GCA_001706575.1
GCA_016523195.1
GCA_016523235.1
GCA_016522705.1
GCA_016523785.1
GCA_016523755.1
GCA_016523735.1
GCA_016523435.1
GCA_009428985.1
GCA_001706565.1
GCA_001706585.1
GCA_001706635.1
GCA_001706645.1
GCA_001706665.1
GCA_001706695.1
GCA_001706715.1
GCA_001706775.1
GCA_001713665.1
GCA_001713675.1
GCA_001713685.1









GCA_001874915.1

GCA_002143135.1
GCA_002143175.1
GCA_002143185.1
GCA_002143235.1
GCA_002143255.1
GCA_002143415.1
GCA_002143505.1
GCA_002143515.1
GCA_002143595.1
GCA_002143605.1
GCA_002143855.1
GCA_002143895.1
GCA_002143955.1
GCA_002144015.1
GCA_002144035.1
GCA_002144795.1
GCA_002144805.1
GCA_002144845.1
GCA_002144885.1
GCA_002144875.1
GCA_002144915.1
GCA_002144955.1
GCA_002145155.1
GCA_002145205.1
GCA_002145195.1
GCA_002145235.1
GCA_002145255.1
GCA_002145265.1
GCA_002145295.1
GCA_002145315.1
GCA_002145325.1
GCA_002145355.1
GCA_002145395.1
GCA_002145415.1
GCA_002148725.1
GCA_002148745.1
GCA_002148735.1
GCA_002947845.1
GCA_002184335.1
GCA_002249435.1
GCA_003000705.1
GCA_016535045.1

GCA_016534215.1
GCA_016532685.1
GCA_016530035.1
GCA_016529895.1
GCA_016529785.1
GCA_016529825.1
GCA_016528665.1
GCA_016528355.1

GCA_016528175.1
GCA_016539155.1
GCA_016539145.1
GCA_016538425.1
GCA_016538435.1
GCA_016538345.1
GCA_016538315.1
GCA_016538305.1
GCA_016537845.1
GCA_016537675.1
GCA_016537605.1
GCA_016536845.1



GCA_016536625.1
GCA_016536535.1
GCA_016536475.1
GCA_016541585.1
GCA_016528005.1
GCA_016527935.1
GCA_016527835.1
GCA_016527595.1
GCA_016526685.1
GCA_016540725.1
GCA_016536235.1
GCA_016528135.1
GCA_016515385.1
GCA_002136575.1
GCA_002136605.1
GCA_002136595.1
GCA_002136655.1
GCA_002136675.1
GCA_002136685.1
GCA_002136755.1
GCA_002136815.1
GCA_002136955.1
GCA_002136995.1
GCA_002137015.1
GCA_002137075.1
GCA_002137095.1
GCA_002137115.1
GCA_002137125.1
GCA_002137145.1
GCA_002137175.1
GCA_002137255.1
GCA_002137265.1
GCA_002137365.1
GCA_002137415.1
GCA_002137515.1
GCA_002137575.1
GCA_002137615.1
GCA_002138095.1
GCA_002138105.1
GCA_002138225.1
GCA_002138235.1
GCA_002142945.1
GCA_002143025.1
GCA_002137635.1
GCA_002137645.1
GCA_002137725.1
GCA_002137805.1
GCA_002137855.1
GCA_002137885.1
GCA_002137935.1
GCA_002137945.1
GCA_003010675.1
GCA_000586635.1
GCA_000586655.1
GCA_016540365.1
GCA_016540245.1
GCA_016610505.1
GCA_016537205.1
GCA_002996805.1
GCA_006491965.1


GCA_002137445.1
GCA_002138005.1
GCA_002138215.1
GCA_002143195.1
GCA_002143425.1
GCA_016540685.1
GCA_016540505.1
GCA_016540145.1
GCA_016540205.1
GCA_016539385.1
GCA_016538535.1
GCA_016538465.1
GCA_016538485.1
GCA_016537745.1
GCA_016535665.1
GCA_016535685.1
GCA_016535705.1
GCA_016535595.1
GCA_016535545.1
GCA_016535605.1
GCA_016535445.1
GCA_016535365.1
GCA_016535275.1

GCA_001874945.1
GCA_002143965.1
GCA_006494165.1
GCA_016541745.1

GCA_016541605.1
GCA_016541425.1
GCA_016535115.1


GCA_016515355.1
GCA_002137425.1
GCA_006492245.1
GCA_002137035.1
GCA_002137715.1
GCA_002138295.1
GCA_002144975.1
GCA_016540845.1
GCA_016540765.1
GCA_016540345.1
GCA_016540385.1
GCA_016540405.1
GCA_016540285.1
GCA_016610525.1
GCA_016540045.1
GCA_016540105.1
GCA_016537245.1
GCA_016535565.1
GCA_016535585.1
GCA_016535355.1
GCA_016535375.1
GCA_016535395.1
GCA_016535185.1
GCA_016535255.1
GCA_016535285.1
GCA_016535175.1
GCA_016534955.1
GCA_016534885.1
GCA_016532905.1
GCA_002143975.1
GCA_006492805.1


GCA_002184275.1
GCA_006492585.1
GCA_002239865.1
GCA_002249335.1
GCA_002249425.1
GCA_002249465.1
GCA_002249505.1
GCA_002249655.1
GCA_002137225.1
GCA_002137565.1
GCA_002137995.1
GCA_002136615.1
GCA_002136825.1
GCA_002136885.1
GCA_002137475.1
GCA_002137555.1
GCA_002137695.1
GCA_002138035.1
GCA_002138165.1
GCA_002138245.1
GCA_002142935.1
GCA_002142955.1
GCA_002143015.1
GCA_002143045.1
GCA_002143035.1
GCA_002143105.1
GCA_002143095.1
GCA_002143335.1
GCA_002143405.1
GCA_002143625.1
GCA_002143675.1
GCA_002143785.1
GCA_002144685.1
GCA_002145175.1
GCA_002145435.1
GCA_002184385.1
GCA_002184565.1
GCA_002947415.1
GCA_003029495.1
GCA_016541545.1
GCA_016541565.1
GCA_016541525.1
GCA_016541505.1
GCA_016541485.1
GCA_016541405.1
GCA_016541325.1
GCA_016541305.1
GCA_016541285.1
GCA_016541365.1
GCA_016541345.1
GCA_016541245.1
GCA_016540655.1
GCA_016540645.1
GCA_016540565.1
GCA_016540575.1
GCA_016540545.1
GCA_016540585.1
GCA_016540445.1
GCA_016540485.1
GCA_016540005.1
GCA_016539945.1
GCA_016539975.1
GCA_016539965.1
GCA_016540015.1
GCA_016539895.1
GCA_016539855.1
GCA_016539885.1
GCA_016539845.1
GCA_016539805.1
GCA_016539785.1
GCA_016539905.1
GCA_016539795.1
GCA_016539745.1
GCA_016539665.1
GCA_016539675.1
GCA_016539705.1
GCA_016539725.1
GCA_016539465.1
GCA_016539445.1
GCA_016539335.1
GCA_016539275.1
GCA_016538765.1
GCA_016538745.1
GCA_016538825.1
GCA_016538785.1
GCA_016538755.1
GCA_016538685.1
GCA_016538705.1
GCA_016538715.1
GCA_016538655.1
GCA_016537765.1
GCA_016537755.1
GCA_016537725.1
GCA_016537545.1
GCA_016537665.1
GCA_016537525.1
GCA_016537505.1
GCA_016537405.1
GCA_016537465.1
GCA_016537415.1
GCA_016537455.1
GCA_016537445.1
GCA_016537315.1
GCA_016537305.1
GCA_016537375.1
GCA_016537355.1
GCA_016537265.1
GCA_016537085.1
GCA_016537055.1
GCA_016537075.1
GCA_016536985.1
GCA_016537045.1
GCA_016537025.1
GCA_016536965.1
GCA_016534705.1
GCA_016526215.1
GCA_016525475.1
GCA_016525115.1
GCA_016523615.1
GCA_016523375.1
GCA_016522285.1
GCA_016521935.1
GCA_016521795.1
GCA_002138055.1
GCA_003431865.1
GCA_003547115.1
GCA_001443265.1
GCA_001444225.1
GCA_001444215.1
GCA_001444265.1
GCA_001444255.1
GCA_016540905.1
GCA_016540255.1
GCA_016540055.1
GCA_016539065.1
GCA_016535765.1
GCA_006492735.1
GCA_002239725.1
GCA_016539055.1
GCA_016538985.1
GCA_016536465.1
GCA_016536395.1
GCA_016534745.1
GCA_016533055.1
GCA_016532705.1
GCA_016530025.1
GCA_016528215.1
GCA_016528125.1
GCA_016528105.1
GCA_016524975.1
GCA_016524275.1
GCA_016524255.1
GCA_016523595.1
GCA_016523025.1
GCA_016522795.1
GCA_016522555.1
GCA_016521905.1
GCA_016521645.1
GCA_016521295.1
GCA_016521325.1
GCA_016520245.1
GCA_016519975.1

GCA_016537895.1
GCA_016536745.1
GCA_001874765.1
GCA_001874885.1
GCA_006494565.1
GCA_016540745.1
GCA_016540315.1
GCA_016538525.1
GCA_016535645.1
GCA_016541185.1
GCA_016541205.1
GCA_016541005.1
GCA_016540985.1
GCA_016540885.1
GCA_016540865.1
GCA_016540825.1
GCA_016538265.1
GCA_016535925.1

GCA_002136935.1
GCA_002137875.1
GCA_002143795.1
GCA_016540705.1
GCA_016540125.1
GCA_016535805.1
GCA_006491985.1
GCA_006492925.1
GCA_006493645.1
GCA_008709665.1
GCA_009455505.1
GCA_006492625.1
GCA_002145125.1
GCA_016537625.1
GCA_016534675.1
GCA_016534625.1
GCA_016526335.1
GCA_016700475.1
GCA_016525485.1
GCA_016524935.1
GCA_016524075.1
GCA_016523555.1
GCA_016536225.1
GCA_016527995.1
GCA_016525595.1
GCA_016522465.1
GCA_016520775.1
GCA_016520655.1
GCA_016520135.1
GCA_016520125.1
GCA_016536325.1
GCA_006493685.1
GCA_002136705.1
GCA_002143575.1
GCA_002143715.1
GCA_016537635.1
GCA_016532935.1
GCA_016527675.1
GCA_016526765.1
GCA_016523215.1
GCA_016522435.1
GCA_016536425.1
GCA_016529905.1
GCA_016524105.1
GCA_016523805.1
GCA_006494665.1
GCA_002138315.1
GCA_002137755.1
GCA_002144965.1
GCA_002145375.1
GCA_016530295.1
GCA_016523295.1
GCA_016520915.1
GCA_006494075.1
GCA_006492075.1
GCA_016536895.1
GCA_016524875.1
GCA_016520105.1
GCA_002137045.1
GCA_002143775.1
GCA_002143275.1
GCA_015676585.1
GCA_015676835.1
GCA_015676875.1
GCA_002137775.1
GCA_002143725.1
GCA_016536645.1
GCA_016525875.1
GCA_006492305.1

GCA_016529985.1
GCA_002136895.1
GCA_016538605.1
GCA_016538615.1
GCA_016534845.1
GCA_006494115.1
GCA_016538945.1
GCA_002143375.1
GCA_002184325.1


GCA_002138175.1
GCA_002143885.1
GCA_006492505.1
GCA_016535825.1
GCA_006493705.1
GCA_002184365.1
GCA_002143145.1
GCA_016525395.1
GCA_006492515.1
GCA_002144995.1
GCA_002137955.1
GCA_002143475.1
GCA_016539245.1
GCA_006492395.1
GCA_000972525.1
GCA_001441355.1
GCA_001441405.1
GCA_001441415.1
GCA_001441455.1
GCA_001441485.1
GCA_001441475.1
GCA_001441465.1
GCA_006494585.1
GCA_002144695.1
GCA_002144765.1
GCA_002145095.1

GCA_001441545.1
GCA_001441555.1
GCA_001441625.1
GCA_001441645.1
GCA_016529535.1
GCA_016527325.1
GCA_016527255.1
GCA_016540395.1
GCA_016540295.1
GCA_016540065.1
GCA_016535775.1
GCA_016536735.1
GCA_016522715.1
GCA_016520045.1
GCA_016537215.1
GCA_016534435.1
GCA_016529705.1
GCA_016527645.1
GCA_016527485.1
GCA_016525615.1
GCA_016525555.1
GCA_006492175.1
GCA_016535785.1
GCA_016535695.1
GCA_006492085.1
GCA_016540525.1
GCA_016532955.1
GCA_016523175.1
GCA_002137655.1
GCA_006492575.1
GCA_002137215.1
GCA_002138155.1
GCA_002144835.1
GCA_006492795.1
GCA_002184285.1
GCA_016537145.1
GCA_016525135.1
GCA_016524845.1
GCA_016524775.1
GCA_016523335.1
GCA_001874685.1
GCA_002137495.1
GCA_002144925.1
GCA_016523275.1
GCA_016521395.1
GCA_016541765.1
GCA_016517705.1

GCA_016541825.1
GCA_002948925.1
GCA_002137295.1
GCA_016534475.1
GCA_016519515.1
GCA_006492165.1
GCA_001441565.1
GCA_016528845.1
GCA_016520815.1
GCA_016523475.1
GCA_016523315.1
GCA_006492525.1
GCA_016537005.1
GCA_016530115.1
GCA_016521015.1
GCA_002136855.1
GCA_016525635.1
GCA_016522895.1
GCA_016519785.1
GCA_002143755.1



GCA_006493745.1
GCA_006493655.1
GCA_006494175.1
GCA_002145065.1
GCA_006492055.1
GCA_016521035.1
GCA_016520545.1
GCA_016528425.1
GCA_016521995.1
GCA_016532925.1
GCA_016527345.1
GCA_016532495.1
GCA_016521345.1
GCA_016519945.1
GCA_006492635.1
GCA_016528465.1
GCA_016521715.1
GCA_016524145.1
GCA_016523005.1
GCA_016528015.1
GCA_016520085.1
GCA_016519575.1
GCA_002143875.1
GCA_002137335.1
GCA_002143345.1
GCA_002137185.1
GCA_002138065.1
GCA_002136735.1
GCA_002142735.1
GCA_016540785.1
GCA_006492155.1
GCA_006494215.1
GCA_002249365.1
GCA_006492215.1
GCA_006491885.1
GCA_008709565.1
GCA_008709745.1
GCA_008709585.1
GCA_008709675.1
GCA_003006035.1




GCA_016087455.1
GCA_002055685.1
GCA_002180115.1
GCA_002197405.1
GCA_002947315.1
GCA_003073935.1
GCA_003204115.1
GCA_003204135.1
GCA_003075585.1


GCA_016512695.1
GCA_015672895.1
GCA_015672905.1
GCA_015672955.1
GCA_003194305.1



GCA_002180235.1


























































GCA_003969305.1
GCA_003000655.1
GCA_003074095.1
GCA_003968235.1


GCA_000692115.1
GCA_000937455.2
GCA_000937505.2
GCA_016088735.1
GCA_016084675.1

GCA_016084355.1
GCA_002796505.1
GCA_002947035.1
GCA_002947675.1
GCA_003571565.1
GCA_004327735.1
GCA_009939625.1
GCA_012955545.1
GCA_012955585.1
GCA_016760555.1
GCA_000492815.1
GCA_000492955.1
GCA_000567805.1
GCA_016088515.1

GCA_002072655.1
GCA_016084395.1
GCA_002947505.1
GCA_003073975.1
GCA_003074075.1
GCA_004343625.1
GCA_001518975.1
GCA_001874955.1
GCA_001875165.1
GCA_001875185.1

















GCA_001874795.1
GCA_001874805.1















GCA_001562175.1









GCA_007567285.1
GCA_007566955.1
GCA_007567125.1
GCA_015510825.1
GCA_003000755.1
GCA_003073795.1

GCA_002968755.1
GCA_003073695.1
GCA_003977995.1


GCA_000937465.2
GCA_003969105.1
GCA_003968015.1
GCA_003970615.1
GCA_003968155.1
GCA_003968475.1
GCA_003969195.1
GCA_003968585.1
GCA_003968165.1
GCA_001874995.1








GCA_000710625.1
GCA_003969265.1






GCA_000938355.2
GCA_000949365.1
GCA_000534655.1
GCA_000534675.1
GCA_000534715.1
GCA_000534775.1
GCA_000692255.1
GCA_000692315.1
GCA_000692335.1
GCA_003969725.1
GCA_001875215.1



GCA_002968695.1
GCA_003073615.1
GCA_003204335.1
GCA_003571805.1
GCA_001874975.1


GCA_003000695.1



GCA_003074115.1
GCA_003969855.1

GCA_000937495.2
GCA_003968215.1

GCA_001875205.1















GCA_002246615.1
GCA_002878435.1
GCA_002968455.1
GCA_003010695.1
GCA_003073995.1
GCA_003000605.1
GCA_003071645.1


GCA_003977935.1
GCA_003977945.1
GCA_003977955.1
GCA_003977965.1
GCA_003978035.1
GCA_003977915.1
GCA_003977895.1
GCA_002997005.1
GCA_003073735.1
GCA_002968515.1
GCA_002968585.1
GCA_002968655.1
GCA_003000795.1
GCA_003193645.1
GCA_003288355.1
GCA_003288435.1
GCA_003324295.1
GCA_003324385.1
GCA_003324465.1
GCA_003194245.1
GCA_003260415.1
GCA_003288335.1
GCA_003324255.1
GCA_003324275.1
GCA_003324405.1
GCA_003073895.1
GCA_000492855.1
GCA_000492895.1
GCA_000492975.1
GCA_000493015.1
GCA_000493035.1
GCA_000493055.1
GCA_000493175.1
GCA_000534035.1
GCA_000534055.1
GCA_000534155.1
GCA_000534215.1
GCA_000534295.1
GCA_000534395.1
GCA_000534415.1
GCA_000534435.1
GCA_000534455.1
GCA_000534535.1
GCA_000534555.1
GCA_000534355.1
GCA_000534375.1
GCA_003968045.1
GCA_003968035.1
GCA_003968055.1
GCA_003968225.1
GCA_003968275.1
GCA_003968315.1
GCA_003968425.1
GCA_003968385.1
GCA_003968535.1
GCA_003968625.1
GCA_003968935.1
GCA_003969035.1
GCA_003969055.1
GCA_003969065.1
GCA_003969155.1
GCA_003969315.1
GCA_003969405.1
GCA_003969415.1
GCA_003969445.1
GCA_003969475.1
GCA_003969485.1
GCA_003969495.1
GCA_003968025.1
GCA_003968115.1
GCA_003968125.1
GCA_003968135.1
GCA_003968295.1
GCA_003968305.1
GCA_003968325.1
GCA_003968375.1
GCA_003968445.1
GCA_003968495.1
GCA_003968525.1
GCA_003968565.1
GCA_003968395.1
GCA_003968615.1
GCA_003968895.1
GCA_003968965.1
GCA_003968955.1
GCA_003968985.1
GCA_003969555.1
GCA_003969635.1
GCA_003969695.1
GCA_003969735.1
GCA_003969715.1
GCA_003969785.1
GCA_003969825.1
GCA_003969875.1
GCA_003969865.1
GCA_003969885.1
GCA_003969915.1
GCA_003970005.1
GCA_003970065.1
GCA_003969565.1
GCA_003969575.1
GCA_003969615.1
GCA_003969645.1
GCA_003969655.1
GCA_003969775.1
GCA_003969795.1
GCA_003969965.1
GCA_003969955.1
GCA_003969975.1
GCA_003969985.1
GCA_003970055.1
GCA_003970635.1
GCA_003970625.1
GCA_003969075.1
GCA_003969095.1
GCA_003969175.1
GCA_003969165.1
GCA_003969225.1
GCA_003969255.1
GCA_003969295.1
GCA_003969355.1
GCA_003969365.1
GCA_003969395.1
GCA_003969535.1
GCA_000474785.1
GCA_000534755.1
GCA_015676675.1
GCA_015676695.1
GCA_015676735.1
GCA_015676725.1
GCA_015676775.1
GCA_015676805.1
GCA_003324425.1
GCA_000534275.1
GCA_000692355.1
GCA_000534575.1
GCA_000534735.1
GCA_003000715.1
GCA_002968955.1







GCA_000534635.1
GCA_003288475.1


GCA_003031445.1

GCA_015676795.1
GCA_015676825.1

GCA_000567705.1
